"dsc","url","mag","lat","lng","distance"
"M 1.7 - 119km ESE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481208",1.7,59.1388,-137.7931,1626.8917692967304
"M 2.3 - 112km W of Haines, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469094",2.3,59.4015,-137.3993,1635.2187853405744
"M 3.0 - Gulf of Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483925",3,57.1958,-143.274,1644.5747946363106
"M 2.1 - 69km SE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472284",2.1,59.1883,-138.7251,1647.604608100215
"M 2.5 - 248km S of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11482186",2.5,57.8345,-142.6361,1660.4626741397096
"M 2.2 - 8km S of Clinton, Arkansas","http://earthquake.usgs.gov/earthquakes/eventpage/nm60002303",2.2,35.5164,-92.4438,1665.5355611617185
"M 1.5 - 77km ENE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481226",1.5,59.7079,-138.396,1671.572818671008
"M 2.2 - 8km SSW of Fairfield Bay, Arkansas","http://earthquake.usgs.gov/earthquakes/eventpage/nm60002403",2.2,35.5164,-92.2995,1673.4158102079114
"M 3.0 - 217km S of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472344",3,58.1177,-142.7283,1677.2763990207166
"M 2.4 - 205km S of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478267",2.4,58.2243,-142.7258,1682.7065753662994
"M 1.5 - 15km S of Melbourne, Arkansas","http://earthquake.usgs.gov/earthquakes/eventpage/nm60002503",1.5,35.922,-91.9363,1686.5037841599662
"M 2.2 - 4km SW of Heber Springs, Arkansas","http://earthquake.usgs.gov/earthquakes/eventpage/nm60002308",2.2,35.4613,-92.0678,1687.0145525494925
"M 1.7 - 35km NE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481276",1.7,59.7903,-139.3254,1694.013695055116
"M 1.7 - 47km NNE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475635",1.7,59.9012,-139.2714,1699.3661998086172
"M 1.4 - 51km NNE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475613",1.4,59.9436,-139.2725,1701.8361564368004
"M 2.0 - 56km NNE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486530",2,59.9842,-139.2199,1703.1789429207006
"M 1.4 - 39km N of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474816",1.4,59.9057,-139.7239,1708.3990952812956
"M 1.2 - 61km NNE of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481224",1.2,60.0735,-139.3888,1711.5612611381064
"M 1.9 - 144km S of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477153",1.9,58.7765,-142.7461,1711.8495780879118
"M 1.8 - 19km ENE of Cave City, Arkansas","http://earthquake.usgs.gov/earthquakes/eventpage/nm610683",1.8,36.0076,-91.3448,1717.3667466166255
"M 2.4 - 67km N of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11470216",2.4,60.1487,-139.606,1720.0529409571627
"M 1.5 - 65km N of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471547",1.5,60.1309,-139.7106,1721.0440304721192
"M 1.2 - 67km NW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11479358",1.2,59.9178,-140.6779,1728.1643406613891
"M 1.7 - 66km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11470312",1.7,60.0915,-140.2084,1728.526600966856
"M 1.3 - 82km N of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11479340",1.3,60.2822,-139.8439,1732.2958479873737
"M 0.9 - 76km NW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11479311",0.9,59.9718,-140.8059,1733.8026768737495
"M 2.3 - 76km NW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477893",2.3,59.9964,-140.7651,1734.346378018318
"M 1.7 - 92km N of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474678",1.7,60.38,-139.6706,1734.6073545677111
"M 1.3 - 83km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474479",1.3,60.2513,-140.2464,1738.354853542446
"M 1.6 - 83km NW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11468837",1.6,60.0759,-140.7849,1739.2036487007097
"M 1.4 - 76km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474004",1.4,59.9863,-141.0745,1740.1313581965278
"M 1.5 - 73km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474843",1.5,59.9841,-141.1215,1740.9807747275281
"M 0.8 - 90km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483476",0.8,60.3164,-140.2431,1741.9936122882673
"M 1.2 - 93km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11479314",1.2,60.353,-140.2181,1743.5899188487206
"M 1.3 - 94km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11476810",1.3,60.3577,-140.2349,1744.1851939304313
"M 1.2 - 94km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472708",1.2,60.3335,-140.3489,1745.0377173251147
"M 1.4 - 82km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11476356",1.4,60.1223,-140.9552,1745.2651397467287
"M 1.4 - 95km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469612",1.4,60.3472,-140.3224,1745.2968297562977
"M 1.3 - 92km NW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477835",1.3,60.2245,-140.6939,1745.7156349807997
"M 2.1 - 89km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486726",2.1,60.1786,-140.8301,1745.8778132650652
"M 1.6 - 93km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11473670",1.6,60.2646,-140.5934,1745.9685336846162
"M 1.1 - 81km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483178",1.1,60.1349,-140.9646,1746.1611592329775
"M 2.8 - 83km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477850",2.8,60.1473,-140.9372,1746.2966184895672
"M 1.1 - 94km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484344",1.1,60.2647,-140.6223,1746.5501385661203
"M 1.0 - 82km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483322",1,60.1525,-140.9582,1747.0143040003977
"M 1.5 - 82km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477855",1.5,60.1546,-140.9667,1747.30510644115
"M 1.3 - 71km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471703",1.3,60.094,-141.1533,1747.7462810841712
"M 1.0 - 96km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475672",1,60.2659,-140.6789,1747.746902456908
"M 1.6 - 96km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11482281",1.6,60.2696,-140.6911,1748.199261809189
"M 1.5 - 103km NNW of Yakutat, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481663",1.5,60.4105,-140.4063,1750.5368660444656
"M 1.3 - 88km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467833",1.3,60.262,-140.8829,1751.621782842656
"M 1.4 - 45km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477477",1.4,59.9892,-141.6215,1751.7137460076804
"M 1.2 - 62km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484242",1.2,60.1183,-141.3158,1752.4494513278737
"M 1.2 - 70km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480130",1.2,60.1698,-141.1875,1752.6663104129643
"M 1.6 - 65km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469144",1.6,60.1451,-141.2681,1752.9515204990867
"M 1.2 - 70km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467679",1.2,60.1816,-141.1755,1753.0764164191532
"M 1.5 - 81km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469532",1.5,60.247,-141.0056,1753.2622068674116
"M 1.1 - 42km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474595",1.1,60.0038,-141.6825,1753.8040438937703
"M 1.3 - 58km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471917",1.3,60.1238,-141.3822,1754.1302645805113
"M 0.8 - 81km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484874",0.8,60.2599,-141.0201,1754.2775299190973
"M 1.5 - 63km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471115",1.5,60.1707,-141.3074,1755.1828699963962
"M 1.2 - 60km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474676",1.2,60.1607,-141.3519,1755.546994420073
"M 1.2 - 59km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474402",1.2,60.1758,-141.3823,1757.0121913330931
"M 1.1 - 81km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477851",1.1,60.3006,-141.0478,1757.115339207377
"M 1.5 - 43km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484319",1.5,60.087,-141.6576,1757.8491804093605
"M 1.3 - 40km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472139",1.3,60.0723,-141.71,1758.1443324592692
"M 1.5 - 70km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471116",1.5,60.2603,-141.2274,1758.5208843376788
"M 1.5 - 49km E of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11468530",1.5,60.143,-141.5494,1758.6687710490016
"M 1.1 - 76km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472281",1.1,60.3172,-141.1535,1760.186784644637
"M 1.1 - 54km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483362",1.1,60.2087,-141.486,1760.979656256602
"M 1.7 - 46km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484876",1.7,60.1767,-141.6175,1761.9477549803025
"M 1.2 - 69km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11479081",1.2,60.3191,-141.2882,1763.036400014913
"M 1.3 - 44km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478190",1.3,60.1911,-141.6786,1764.0169261933465
"M 1.1 - 68km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472085",1.1,60.3413,-141.32,1764.921023525172
"M 1.6 - 82km ENE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11485932",1.6,60.4523,-141.1517,1767.69980240347
"M 1.6 - 134km NE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472022",1.6,60.7606,-140.4421,1771.161469919346
"M 2.0 - 111km NE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467534",2,60.7264,-140.9145,1778.3886562193197
"M 1.8 - 21km W of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467539",1.8,60.039,-142.8201,1780.2521530565325
"M 1.4 - 145km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474935",1.4,61.15,-140.0775,1786.6616128350754
"M 0.8 - 66km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478107",0.8,60.5965,-141.8715,1790.3625088545616
"M 1.1 - 88km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484759",1.1,60.7307,-141.5613,1791.4909217443176
"M 1.4 - 141km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481241",1.4,61.3416,-139.8312,1793.284203462289
"M 0.7 - 86km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474638",0.7,60.7515,-141.708,1795.6093802428325
"M 1.5 - 3km SSW of Steele, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084501",1.5,36.0508,-89.838,1798.7106515714518
"M 1.6 - 4km S of Steele, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084546",1.6,36.0468,-89.8335,1799.02071656704
"M 1.9 - 3km S of Steele, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm60082951",1.9,36.0531,-89.8252,1799.369928045037
"M 0.7 - 46km NW of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481313",0.7,60.3028,-143.1309,1801.1619670175353
"M 2.3 - 5km ENE of Steele, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083426",2.3,36.0983,-89.769,1801.6944834528442
"M 2.3 - 11km SSW of New Madrid, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083661",2.3,36.4931,-89.5895,1805.2369294244847
"M 1.1 - 56km NNW of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478485",1.1,60.4983,-142.9763,1808.2692283793358
"M 1.0 - 10km S of New Madrid, Missouri","http://earthquake.usgs.gov/earthquakes/eventpage/nm610684",1,36.4921,-89.5338,1808.2760634794388
"M 1.7 - 7km WNW of Tiptonville, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084176",1.7,36.3938,-89.5553,1808.625274957436
"M 1.5 - 6km W of Tiptonville, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084181",1.5,36.381,-89.5477,1809.237327103036
"M 2.1 - 5km NW of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60082956",2.1,36.2978,-89.534,1811.2847502702973
"M 1.8 - 4km NNW of Tiptonville, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084111",1.8,36.4208,-89.488,1811.8613841699082
"M 1.3 - 3km NNE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083886",1.3,36.2915,-89.4785,1814.3996917991228
"M 1.8 - 3km NNE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm610685",1.8,36.29,-89.4758,1814.5705693017014
"M 1.3 - 184km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475124",1.3,61.4651,-140.626,1814.9471211801113
"M 1.5 - 2km ENE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084076",1.5,36.2737,-89.4623,1815.5616588166579
"M 2.4 - 183km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11485530",2.4,61.4708,-140.6715,1816.1177874159594
"M 0.7 - 70km NW of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480183",0.7,60.5334,-143.2788,1816.6925571973604
"M 1.4 - 185km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472366",1.4,61.5142,-140.5818,1816.9504268830701
"M 1.5 - 182km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11468639",1.5,61.4729,-140.7138,1817.0237488659948
"M 0.8 - 187km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474492",0.8,61.5063,-140.614,1817.090857121553
"M 1.2 - 4km SE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083941",1.2,36.2374,-89.4432,1817.175985186474
"M 2.2 - 7km SSE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083956",2.2,36.2013,-89.4537,1817.1821989138405
"M 1.6 - 5km SE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60083961",1.6,36.2296,-89.4427,1817.3276001342167
"M 1.7 - 13km NNW of Dyersburg, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60063642",1.7,36.1479,-89.4433,1818.6057638535053
"M 1.5 - 189km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469769",1.5,61.5255,-140.6388,1818.6517454360173
"M 0.7 - 7km SE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60002108",0.7,36.2244,-89.4183,1818.7368735009384
"M 1.3 - 189km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475486",1.3,61.5342,-140.6615,1819.5707557135224
"M 1.6 - 10km SE of Ridgely, Tennessee","http://earthquake.usgs.gov/earthquakes/eventpage/nm60084161",1.6,36.1945,-89.4092,1819.709943206532
"M 2.0 - 190km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477136",2,61.5431,-140.6471,1819.8155765717624
"M 1.5 - 189km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471480",1.5,61.5331,-140.6817,1819.8808207091106
"M 1.8 - 190km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471809",1.8,61.5565,-140.6261,1820.1983421775387
"M 1.5 - 190km WNW of Haines Junction, Canada","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469762",1.5,61.5582,-140.6406,1820.5630879739522
"M 1.1 - 178km NNE of Cape Yakataga, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471359",1.1,61.5223,-141.0699,1826.5065182000076
"M 2.0 - 171km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486233",2,61.548,-141.2131,1830.668472790088
"M 2.2 - 169km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11485278",2.2,61.5661,-141.242,1832.242409932022
"M 1.8 - 170km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486243",1.8,61.5702,-141.2318,1832.2827991599042
"M 1.7 - 97km SE of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471220",1.7,60.8089,-143.3608,1833.1924888463595
"M 1.9 - 168km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486254",1.9,61.5755,-141.2672,1833.2527620018145
"M 1.8 - 168km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11485388",1.8,61.5808,-141.2762,1833.723762536195
"M 1.9 - 168km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486281",1.9,61.5861,-141.2732,1833.9679620216984
"M 1.1 - 150km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471520",1.1,61.4926,-141.6169,1835.2455043682505
"M 1.2 - 163km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471753",1.2,61.6046,-141.3694,1836.838082692284
"M 2.3 - 62km ESE of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11482982",2.3,60.3572,-144.6942,1839.1098214174756
"M 0.9 - 136km E of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478497",0.9,61.6304,-141.8707,1847.8873326953908
"M 1.8 - 55km E of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478148",1.8,60.5685,-144.7478,1851.2091913455206
"M 1.7 - 72km SSE of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11482980",1.7,60.8951,-144.0227,1852.0927833770365
"M 1.3 - 50km E of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475507",1.3,60.5962,-144.8398,1854.7305106441152
"M 2.1 - 143km E of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481230",2.1,57.7317,-150.0024,1858.894950725142
"M 2.1 - 59km NW of Middleton Island, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471493",2.1,59.7456,-147.1838,1869.278710527297
"M 1.2 - 16km ENE of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474685",1.2,60.5973,-145.4756,1869.4110629202034
"M 2.3 Mining_explosion - 6km SSE of Negaunee, Michigan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000tf7w",2.3,46.4479,-87.5841,1869.6217082779276
"M 1.4 - 44km SW of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481347",1.4,60.2369,-146.2648,1870.1473896131333
"M 1.8 - 72km NW of Middleton Island, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471498",1.8,59.917,-147.1893,1877.5510457703158
"M 4.7 - 11km SSW of Ciudad Altamirano, Mexico","http://earthquake.usgs.gov/earthquakes/eventpage/usc000tfxj",4.7,18.221,-100.6828,1882.1840008947768
"M 1.8 - 82km NW of Middleton Island, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483604",1.8,59.9259,-147.436,1884.2227248437248
"M 2.1 - 87km WSW of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469015",2.1,60.135,-147.1034,1885.8053612039719
"M 2.9 - 73km SE of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11475154",2.9,57.3794,-151.4471,1889.3583705121355
"M 2.0 - 67km W of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480274",2,60.4471,-146.9673,1897.498353362248
"M 1.6 - 81km WSW of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471503",1.6,60.3805,-147.206,1900.136702002063
"M 3.3 - 35km E of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477999",3.3,61.1184,-145.6853,1900.6878596194715
"M 2.1 - 87km WSW of Cordova, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477906",2.1,60.3697,-147.3044,1902.0474231672613
"M 1.7 - 47km SSW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11470197",1.7,60.7315,-146.6446,1903.6170107000387
"M 1.4 - 47km WSW of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11469016",1.4,61.3685,-145.2668,1904.153876744504
"M 1.3 - 39km NNE of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11473418",1.3,61.8437,-144.1367,1904.9865162116148
"M 1.7 - 82km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467510",1.7,60.4447,-147.3343,1906.3839834963403
"M 1.6 - 82km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11473668",1.6,60.4527,-147.3284,1906.6232119999504
"M 2.0 - 100km ESE of Tok, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11467577",2,62.8622,-141.2928,1907.3663737929835
"M 1.4 - 50km NNE of Chitina, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471294",1.4,61.9289,-144.064,1908.0579616488749
"M 1.8 - 74km SE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478410",1.8,60.3899,-147.5594,1909.3355039954267
"M 1.9 - 74km SE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471252",1.9,60.3155,-147.7013,1909.34233909553
"M 2.2 - 79km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11476301",2.2,60.5173,-147.3307,1909.7847564840247
"M 1.6 - 73km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480155",1.6,60.4524,-147.5023,1910.901984664521
"M 2.3 - 85km ENE of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11478308",2.3,58.2081,-151.1926,1913.6683360880859
"M 2.4 - 109km NE of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483475",2.4,58.3989,-150.9454,1913.9224775373757
"M 1.4 - 75km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11481187",1.4,60.6085,-147.3495,1914.6358134390496
"M 2.0 - 101km NE of Kodiak, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11472434",2,58.3494,-151.0432,1914.8346527147776
"M 1.6 - 54km NE of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483133",1.6,61.4596,-145.5918,1916.0488150421913
"M 1.5 - 61km SW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484506",1.5,60.7435,-147.1529,1916.3942982837686
"M 2.1 - 62km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11486403",2.1,60.5036,-147.6773,1917.6780543576872
"M 1.5 - 62km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483776",1.5,60.5188,-147.6573,1917.9067195247742
"M 1.5 - 69km E of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11471080",1.5,60.6631,-147.4247,1919.1022406700883
"M 1.7 - 41km SW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11477319",1.7,60.9061,-146.9514,1919.5055115761743
"M 2.1 - 50km E of Bear Creek, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11484762",2.1,60.0985,-148.5009,1919.5533572768961
"M 1.1 - 5km WNW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483346",1.1,61.1467,-146.4517,1919.6875737880125
"M 1.5 - 57km ESE of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483295",1.5,60.5055,-147.7889,1920.5376116917496
"M 0.7 - 7km WNW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11474187",0.7,61.1578,-146.4806,1920.9116780792126
"M 1.0 - 67km E of Whittier, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480464",1,60.7426,-147.4549,1923.668708911728
"M 1.5 - 38km WSW of Valdez, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11480692",1.5,60.9963,-147.0106,1925.3377160823693
"M 1.6 - 30km ESE of Seward, Alaska","http://earthquake.usgs.gov/earthquakes/eventpage/ak11483153",1.6,59.9775,-148.9668,1926.1709769222166
